address,district,city,price_eur,debt_free_price_eur,housing_company_loan_eur,room_count,size_sqm,floor,year_built,property_type,pipe_renovation_done,pipe_renovation_year,pipe_renovation_info,is_rented_out,monthly_cost_eur,hoitovastike_eur_month,tonttivuokra_eur_month,score,rank,nearest_stop,distance_m,lat,lon,_search_pass,listing_url
"Hiekkaharjuntie 9 A, Hiekkaharju, Vantaa",Hiekkaharju,vantaa,111153.41,186000.0,74846.59,3,65.5,1/3,1969,kerrostalo,True,2025,"pöjohtoverkoston kuntotutkimus, pihaviemärien kuntotutkimus
2033 Kaukolämmön alajakokeskuksen uusiminen
Tehdyt remontit
2025 Yhtiön PTS päivitys
2024 Linjasaneeraus, kph, putket ja sähköt
2022 Linjasaneerauksen hankesuunnittelu
2022 Linjasaneerauksen suunnittelu
2020 Kevyt julkisivun huoltokorjaus
2020 Ikkunoiden",False,1083.53,294.75,,46,67,,,,,pipe_reno_2025,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24645455
"Ounasvaarantie 1, Mellunkylä, Helsinki",Mellunkylä,helsinki,125000.0,195000.0,70000.0,3,60.5,3/5,1974,kerrostalo,True,,"palauttaa ennalleen. Sijoittajalle hyvä 7,5 % vuokratuotto. 

Iso, hyvin hoidettu taloyhtiö omalla tontilla. Taloyhtiössä on valmistunut perinteinen putkiremontti. Putkiremontin kustannus sisältyy velattomaan hintaan.

Ounasvaarantie on väljästi rakennettua ja vehreää Mellunmäkeä. Hyvät ulkoilumahdollisuudet, p",False,1112.58,278.3,,37,68,Mellunmäki,409,60.237235,25.115501,pipe_reno_done,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/17773543
"Yllästunturintie 2 C, Mellunmäki, Helsinki",Mellunmäki,helsinki,87778.19,139000.0,51221.81,2,45.0,3/3,1976,kerrostalo,True,2025,"kokouksessa erikseen.
Tehdyt remontit
Palovaroittimet joka huoneistoon 2025
Vesi- ja viemärijärjestelmät, takuutarkastukset takuuajan puitteissa 2025
Linjasaneeraus 2023
Autojen latauslaitteet 6 autopaikalle 2023
Aurinkoenergiahanke 2023
ML-/LTO-hanke 2023
Autotallien ovien uusinta linjasaneerauksen yhteydessä 20",False,875.13,324.0,,36,69,,,,,pipe_reno_2025,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24643215
"Uotinmäentie 11 D 31, Mellunkylä, Helsinki",Mellunkylä,helsinki,155000.0,144000.0,,2,55.0,3/3,,,False,,,False,867.91,291.5,,35,46,Mellunmäki,413,60.236699,25.114868,new_house_2000plus,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/17024712
"Albert Petreliuksen katu 4b B, Jokiniemi, Vantaa",Jokiniemi,vantaa,193727.23,194000.0,272.77,3,75.0,2/5,,,False,,,False,1185.48,356.25,,33,47,Tikkurilan asema,349,60.296148,25.049612,new_house_2000plus,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24565190
"Lähdepuistontie 5 A, Vaarala, Vantaa",Vaarala,vantaa,63736.05,64000.0,263.95,2,45.5,1/6,1972,kerrostalo,False,,,False,176.91,5.0,,89,70,Vaarala,46,60.266716,25.099396,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24490311
"Lähdepuistontie 5, Vaarala, Vantaa",Vaarala,vantaa,7200.0,64900.0,1700.0,2,45.5,6/6,1972,kerrostalo,False,,,False,403.96,227.5,,71,71,Vaarala,137,60.265778,25.100331,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/16953238
"Hepokuja 6 E, Hakunila, Vantaa",Hakunila,vantaa,104000.0,104000.0,,1,31.0,6/7,1971,kerrostalo,False,,,False,516.76,142.6,,70,72,Hevoshaanpolku,138,60.273924,25.10649,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24560644
"Kuulakuja 4, Länsimäki, Vantaa",Länsimäki,vantaa,69990.0,69990.0,,2,59.0,4/5,1971,kerrostalo,True,,"nginosa
Länsimäki
Kaupunki
Vantaa
 
Lisää suosikiksi
Jaa tämä kohde
Hieno kaksio
Hieno kaksio metron lähellä. Neljännen kerroksen asunto länsimäestä. Linjasaneeraus ja muut isot remontit tehty. Pikaraitiovaunu tulossa tähän lähelle. Metro jo löytyy kävelymatkan päästä. Alepa 24 auki. Putket on tehty. Oma tontti.",False,467.7,265.5,,66,73,Länsimäki,95,60.244035,25.109282,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24021458
"Lähdepuistontie 5, Vaarala, Vantaa",Vaarala,vantaa,72307.21,78000.0,5692.79,2,45.5,2/6,1972,kerrostalo,False,,,False,470.2,227.5,,66,74,Vaarala,137,60.265778,25.100331,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/23407179
"Lähdepuistontie 5 A, Vaarala, Vantaa",Vaarala,vantaa,85581.28,87000.0,1418.72,2,40.5,3/6,1972,kerrostalo,False,,,False,490.71,202.5,,64,75,Vaarala,46,60.266716,25.099396,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/23668264
"Taivaskero 4, Länsimäki, Vantaa",Länsimäki,vantaa,79000.0,79000.0,,3,81.0,5/6,1975,kerrostalo,False,,"n pienimuotoisen kuntosalin, saunan ja varastot. Etupihalta löytyy parkkipaikkoja ja viihtyisällä takapihalla on grillialue. 

Taloyhtiössä alkamassa linjasaneeraus, jonka yhteydessä saneerataan myös kylpyhuoneet.

Katso kohteen tarkemmat tiedot www.habita.com -sivustolta.

Seuraavat esittelyt

Ei sovittuja esitt",False,559.36,311.6,,60,76,Länsimäki,179,60.243582,25.11413,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24661021
"Maalinauhantie 1 B, Länsimäki, Vantaa",Länsimäki,vantaa,104154.0,109000.0,4846.0,3,76.0,2/5,1972,kerrostalo,False,,,False,764.24,364.8,,59,77,Länsimäki,158,60.244799,25.108635,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24400270
"Ounasvaarankuja 3 C, Mellunmäki, Helsinki",Mellunmäki,helsinki,79531.32,79600.0,68.68,1,31.0,5/5,1978,kerrostalo,False,,,False,390.29,139.5,,58,78,Mellunmäki,354,60.238378,25.115296,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24419269
"Keihästie 5 D, Länsimäki, Vantaa",Länsimäki,vantaa,103570.46,110000.0,6429.54,3,76.0,1/5,1972,kerrostalo,False,,,False,731.3,326.8,,57,79,Länsimäki,172,60.242811,25.109003,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24441515
"Lumikero 4 B, Länsimäki, Vantaa",Länsimäki,vantaa,89000.0,89000.0,,1,35.0,4/9,1974,kerrostalo,False,,,False,462.07,163.75,,57,80,Länsimäki,313,60.244915,25.116358,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/21231683
"Lumikero 6, Länsimäki, Vantaa",Länsimäki,vantaa,78740.0,79999.0,,1,33.5,1/3,1974,kerrostalo,True,2026,"eita
1
Kerros
1 / 3
Rakennusvuosi
1974
Rakennuksen tyyppi
Kerrostalo
Kaupunginosa
Länsimäki
Kaupunki
Vantaa
 
Lisää suosikiksi
Jaa tämä kohde
Yksiö - putkiremontti alkamassa
Ensimmäisen kerroksen parvekkeellinen asunto.

Taloyhtiön putkiremontti on päätetty toteuttaa keväällä 2026. Tämän asunnon osalta remontti",False,423.66,170.85,,56,81,Länsimäki,235,60.244888,25.114872,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/23757429
"Suunnistajankuja 10 B, Länsimäki, Vantaa",Länsimäki,vantaa,110000.0,110000.0,,2,48.0,2/4,1978,kerrostalo,False,,,True,644.5,240.0,,55,6,Länsimäki,278,60.246295,25.113015,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24639776
"Lumikero 4 A, Länsimäki, Vantaa",Länsimäki,vantaa,58265.19,59000.0,734.81,2,59.5,4/9,1974,kerrostalo,True,,"en keittiö tarjoavat toimivat puitteet arkeen ja antavat joustavuutta kalustamiseen sekä sisustusratkaisuihin.

Taloyhtiössä on parhaillaan käynnissä linjasaneeraus, jonka valmistuttua myös tämän asunnon kylpyhuone on uusittu.

Mellunmäen metroasemalle on noin 900 metrin matka, ja alueella on lisäksi hyvät bussiy",False,425.68,279.05,,55,82,Länsimäki,313,60.244915,25.116358,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24487197
"Lähdepuistontie 18 B, Vaarala, Vantaa",Vaarala,vantaa,149000.0,149000.0,,4,116.0,,1969,rivitalo,True,2026,"idee-suihku.
Säilytystilat
Kylmä ulkovarasto, lämmin ulkovarasto ja kaapistot
Tulevat remontit
2026-2030 Normaaleja huolto- ja kunnossapitotöitä
2029 Linjasaneeraus
2026-2027 Huonokuntoisten piha-aitojen, kuistien ja portaiden korjauksia
2026 Sähköautolatausten infran kartoitus ja suunnittelu
2026 Huonokuntoisten",False,1165.69,564.0,,50,83,Vaarala,352,60.264373,25.103562,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24656626
"Oritie 2 A, Hakunila, Vantaa",Hakunila,vantaa,73000.0,73000.0,,3,79.0,3/3,1974,kerrostalo,False,,,False,667.72,450.3,,50,84,Hevoshaanpolku,251,60.271763,25.103355,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24390111
"Harmokuja 6, Hakunila, Vantaa",Hakunila,vantaa,78000.0,78000.0,,2,56.0,9/9,1976,kerrostalo,False,,,False,574.92,332.22,,50,85,Hakunila,264,60.277267,25.10145,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24630065
"Harmotie 4, Hakunila, Vantaa",Hakunila,vantaa,55000.0,55000.0,,2,64.0,2/3,1978,kerrostalo,False,,,False,497.61,371.2,,50,86,Hevoshaanpolku,367,60.276352,25.099333,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24609158
"Oritie 2, Hakunila, Vantaa",Hakunila,vantaa,65000.0,65000.0,,2,61.0,1/5,1974,kerrostalo,False,,,False,524.67,347.7,,50,87,Hevoshaanpolku,287,60.27148,25.102846,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24580856
"Pallaskero 4, Länsimäki, Vantaa",Länsimäki,vantaa,119000.0,119000.0,,3,82.0,2/9,1975,kerrostalo,False,,,False,814.81,364.8,,50,88,Länsimäki,342,60.245818,25.116,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24545661
"Pallaskero 4, Länsimäki, Vantaa",Länsimäki,vantaa,98000.0,98000.0,,3,82.0,2/9,1975,kerrostalo,False,,,False,777.03,433.2,,50,89,Länsimäki,342,60.245818,25.116,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24519302
"Hepokuja 6 C, Hakunila, Vantaa",Hakunila,vantaa,121760.6,169000.0,47239.4,4,94.0,4/6,1971,kerrostalo,False,,,False,1135.22,432.4,,50,90,Hevoshaanpolku,136,60.273921,25.106463,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/23678381
"Oritie 2 B, Hakunila, Vantaa",Hakunila,vantaa,69000.0,69000.0,,2,61.0,2/3,1974,kerrostalo,True,,"injasaneerauksen hankesuunnittelu, Lisätutkimuset hankesuunnittelun yhteydessä, Peruskuntoarvion päivitys
2030 Linjasaneerauksen toteutussuunnittelu, Linjasaneeraus

Kunnossapitotarveselvityksessä mainitut kustannusarviot ovat alustavia arvioita ja todelliset kustannukset selviävät vasta urakan valmistuttua. Kust",False,544.89,347.7,,50,91,Hevoshaanpolku,251,60.271763,25.103355,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24413388
"Estetie 19, Rajakylä, Vantaa",Rajakylä,vantaa,199000.0,,,4,139.0,,1951,omakotitalo,False,,,False,854.51,,,50,92,Rajakylä,360,60.249232,25.106538,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24347714
"Linnoituskuja 1, Länsimäki, Vantaa",Länsimäki,vantaa,82321.82,89000.0,6678.18,2,50.0,1/3,1978,kerrostalo,True,2026,"hyväpohjainen kaksio.

Yhtiössä on valmistunut linjasaneerauksen toteutusuunnittelu joka esitetään infotilaisuudessa 25.3.2026, jonka jälkeen päätös linjasaneeraus-remonttiin ryhtymisestä tuodaan ylimääräisen yhtiökokouksen päätettäväksi.

Iso olohuone, josta pääset lasitetulle länsiparvekkeelle.  Keittokomero y",False,578.32,280.0,,50,93,Länsimäki,335,60.244366,25.117018,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/23993501
"Oritie 4 A, Hakunila, Vantaa",Hakunila,vantaa,86540.51,89000.0,2459.49,2,61.0,3/4,1975,kerrostalo,False,2027,"nittelu 10 000,00€
Huoneisto-ovien uusiminen 60 000,00€
Ulko-ovien uusiminen 50 000,00€
2027: Linjasaneerauksen toteutussuunnittelu. 15 000,00€
2028: Linjasaneeraus 3 900 000,00€
Porraskäytävien maalaus 15 000,00€
2030: Patteriventtiilien uusiminen ja lämm.verkoston tasapainotus 50 000,00 €
Ilmanvaihtokanavien nu",False,755.82,457.5,,49,94,Hevoshaanpolku,251,60.271763,25.103355,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24408830
"Satulakuja 4 B, Hakunila, Vantaa",Hakunila,vantaa,97717.95,110000.0,12282.05,3,75.5,1/5,1979,kerrostalo,False,,,False,766.9,362.4,,47,95,Hakunila,276,60.280183,25.10839,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24654511
"Lähdepuistontie 12 G, Vaarala, Vantaa",Vaarala,vantaa,185000.0,185000.0,,4,99.5,,1969,rivitalo,False,,,False,1333.72,550.0,,47,96,Vaarala,298,60.265451,25.104417,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24596489
"Ratsumiehenpolku 2 A, Hakunila, Vantaa",Hakunila,vantaa,124900.0,124900.0,,3,78.5,2/6,1979,kerrostalo,False,,,False,856.64,376.8,,47,97,Hakunila,229,60.279828,25.104068,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24394248
"Harmokuja 4, Hakunila, Vantaa",Hakunila,vantaa,43896.33,48000.0,4103.67,2,55.0,5/7,1977,kerrostalo,False,2027,"aloyhtiön hallinnassa olevien parvekkeiden lasitus (6kpl)
2027-2028 B-rapun hissikonehuoneen katon uusiminen (linjasaneerauksen yhteydessä)
2027-2028 Linjasaneeraus
Tehdyt remontit
1996 lämmitysjärjestelmän säätö ja lämmönvaihtimien uusinta, 1997 vesikalusteiden uusinta, 1998 julkisivujen ja parvekkeiden peruskor",False,448.51,357.5,,47,98,Hakunila,287,60.277694,25.100828,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24463536
"Linnoituskuja 1 E, Länsimäki, Vantaa",Länsimäki,vantaa,75372.21,84000.0,8627.79,3,77.5,2/3,1978,kerrostalo,False,,,False,707.04,434.0,,47,99,Länsimäki,387,60.245038,25.117694,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24334699
"Kurukuja 4 A, Länsimäki, Vantaa",Länsimäki,vantaa,199000.0,199000.0,,3,110.0,,1979,rivitalo,False,,,False,1242.51,388.0,,47,100,Länsimäki,460,60.247061,25.116601,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/23288681
"Lumikero 6 A, Länsimäki, Vantaa",Länsimäki,vantaa,112433.04,115000.0,2566.96,3,76.0,2/3,1974,kerrostalo,False,,"ksen tyyppi
Kerrostalo
Kaupunginosa
Länsimäki
Kaupunki
Vantaa

Lisää suosikiksi
Jaa tämä kohde
Tilava ja toimivapohjainen koti puistomaisin näkymin – linjasaneeraus jo takana

Tässä kodissa yhdistyvät toimiva pohjaratkaisu, väljät huoneet ja mahdollisuus tehdä asunnosta juuri oman näköinen. Taloyhtiössä on toteut",False,866.78,437.0,,46,101,Länsimäki,313,60.244915,25.116358,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24660330
"Lähdepuistontie 12 B, Vaarala, Vantaa",Vaarala,vantaa,180492.68,189000.0,8507.32,4,99.5,,1969,rivitalo,False,,,False,1353.94,550.0,,46,102,Vaarala,258,60.266194,25.104386,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24579809
"Lähdepuistontie 12 H, Vaarala, Vantaa",Vaarala,vantaa,169610.27,178000.0,8389.73,4,99.5,,1969,rivitalo,False,,,False,1298.33,550.0,,46,103,Vaarala,334,60.265177,25.104818,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24641801
"Lähdepuistontie 12, Vaarala, Vantaa",Vaarala,vantaa,185402.83,194000.0,8597.17,4,99.5,,1969,rivitalo,False,,,False,1379.23,550.0,,46,104,Vaarala,233,60.26648,25.104095,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24531612
"Peltolantie 21 A, Viertola, Vantaa",Viertola,vantaa,134000.0,134000.0,,2,54.5,3/3,1976,kerrostalo,False,,,False,776.55,250.7,,46,105,Tikkuraitti,251,60.293616,25.032619,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24424263
"Linnoituskuja 1 C, Länsimäki, Vantaa",Länsimäki,vantaa,41334.33,49000.0,7665.67,3,77.0,3/3,1978,kerrostalo,True,2026,"kkeista, kuten linjasaneerauksesta, saa lisätietoa välittäjältä.

Ylimääräinen yhtiökokous pidetään 23.09.2026 jossa päätetään seuraavista asioista
- Linjasaneerausurakan (LVIS) sekä päiväkodin saneerauksen toteuttamisesta
- Hankkeen rahoituksesta 3.500.000€ 25v laina-ajalla

Länsimäki on rauhallinen ja vehreä as",False,527.27,431.2,,45,106,Länsimäki,387,60.245038,25.117694,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24671044
"Oritie 4 D 57, Hakunila, Vantaa",Hakunila,vantaa,56378.16,70000.0,13621.84,4,784.0,6/6,1975,kerrostalo,False,2027,"eruskorjaus, linjasaneerauksen hankesuunnittelu, porraskäytävien ulko-ovien uusiminen/kunnostaminen. 2027 linjasaneerauksen toteutussuunnittelu. 2028 linjasaneeraus. 2029 porraskäytävien maalaus. 2029 huoneisto-ovien uusiminen. 2030 patteriventtiilien uusiminen ja lämmityksen tasapainotus, Ilmanvaihtokanavien puh",False,1079.75,877.5,,45,107,Hevoshaanpolku,251,60.271763,25.103355,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24609440
"Oritie 4, Hakunila, Vantaa",Hakunila,vantaa,38518.59,46000.0,7481.41,2,52.5,1/6,1975,kerrostalo,False,2029,"eerauksen toteutussuunnittelu.

2029 Linjasaneerauksen toteutussuunnittelu

2030 Patteriventtiilien uusiminen ja lämmitysverkoston tasapainotus.
2030 Linjasaneeraus.
Tehdyt remontit
Viimeisimmät ja merkittävimmät toimenpiteet
2025: Julkisivujen ja parvekkeiden kuntotutkimus 

2024: Piharemontin ensimmäinen vaihe.",False,474.65,393.75,,45,108,Hevoshaanpolku,282,60.271901,25.101125,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24441682
"Relanderinpiha 5, Jokiniemi, Vantaa",Jokiniemi,vantaa,180000.0,180000.0,,2,97.0,86/97,1909,omakotitalo,False,,,False,758.44,,,44,109,Jokiniemi,417,60.293517,25.055612,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24546063
"Jousitie 20 A, Rajakylä, Vantaa",Rajakylä,vantaa,138000.0,138000.0,,2,62.0,,1977,rivitalo,False,,,False,856.08,310.0,,43,110,Rajakylä,374,60.250922,25.10522,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24533299
"Ratsumiehenpolku 2 A, Hakunila, Vantaa",Hakunila,vantaa,93466.69,119000.0,25533.31,3,78.5,3/6,1979,kerrostalo,False,,,False,826.81,376.8,,42,111,Hakunila,229,60.279828,25.104068,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24619918
"Kurukuja 4 E, Länsimäki, Vantaa",Länsimäki,vantaa,182139.26,183000.0,860.74,3,80.0,,1979,rivitalo,False,,,False,1161.61,388.0,,42,112,Länsimäki,478,60.246774,25.117628,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/23830560
"Orvokkitie 4 B, Tikkurila, Vantaa",Tikkurila,vantaa,149000.0,149000.0,,2,55.0,3/3,1974,kerrostalo,False,,,False,873.94,272.25,,42,113,Tikkuraitti,206,60.29467,25.035363,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/23570196
"Peltolantie 21 B, Viertola, Vantaa",Viertola,vantaa,142032.95,149000.0,6967.05,2,55.0,1/3,1976,kerrostalo,False,,,False,854.69,253.0,,41,114,Koivuhaka,329,60.294107,25.010188,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24661923
"Peltolantie 21 A, Viertola, Vantaa",Viertola,vantaa,150467.06,158000.0,7532.94,2,55.0,3/3,1976,kerrostalo,False,,,False,900.2,253.0,,41,115,Tikkuraitti,251,60.293616,25.032619,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24237812
"Harmotie 6, Hakunila, Vantaa",Hakunila,vantaa,111000.0,130000.0,19000.0,2,64.5,2/2,1978,kerrostalo,False,,,False,828.13,322.5,,40,116,Hakunila,364,60.277668,25.099433,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/17414459
"Peltolantie 21 A, Tikkurila, Vantaa",Tikkurila,vantaa,165000.0,165000.0,,2,58.0,1/3,1976,kerrostalo,False,,,False,949.39,266.8,,35,117,,,,,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24674412
"Uotinmäentie 11 H, Mellunmäki, Helsinki",Mellunmäki,helsinki,137235.59,149000.0,11764.41,3,73.0,2/3,1968,kerrostalo,False,,,False,1054.29,452.6,,35,118,Mellunmäki,413,60.236699,25.114868,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/helsinki/24346304
"Maalinauhantie 4, Rajakylä, Vantaa",Rajakylä,vantaa,139074.38,174000.0,34925.62,3,79.5,,1979,rivitalo,False,,,False,1157.4,429.3,,28,119,,,,,candidate_check_pipe_reno,https://asunnot.oikotie.fi/myytavat-asunnot/vantaa/24083443
